strain_id,seed_bank,strain_name_raw,awards_raw,breeder_name_raw,cbd_content_raw,cbd_max_raw,cbd_min_raw,cbd_range_raw,cbn_content_raw,climate_raw,description_raw,difficulty_raw,dominant_type_raw,effects_all_raw,flavors_all_raw,flowering_time_raw,flowering_type_raw,generation_raw,genetics_lineage_raw,height_indoor_raw,height_outdoor_raw,height_raw,indica_percentage_raw,is_hybrid_raw,s3_html_key_raw,sativa_percentage_raw,scraped_at_raw,seed_type_raw,source_url_raw,suitable_environments_raw,terpenes_raw,thc_average_raw,thc_content_raw,thc_max_raw,thc_min_raw,thc_range_raw,total_grow_time_raw,yield_indoor_raw,yield_outdoor_raw
6bade670-b355-4c20-b181-28a5aa259043,amsterdam,Hawaii Skunk Seeds,,,,,,,,,"If youÃ¢ÂÂre looking for a delicious skunk strain with an exotic twist, then youÃ¢ÂÂll want to try Hawaii Skunk. The original Hawaiian strain crossed with Skunk#1 gives a plant that is short and sturdy. Ideal for outdoor growers. Hawaii skunk is also very easy to grow. This sweet and pungent strain has strong effects that will leave you feeling relaxed and euphoric. A must for novelty lovers, smoke it close your eyes, and hear the waves break on Honolulu beach!",Moderate,,energetic,sweet,8-12 weeks,,,ed with Skunk#1 gives a plant that is short and sturdy,,,,25.0,,html/1357b401347bbc94.html,75.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/hawaii-skunk-seeds/,,,,20.0,,,,,,
d8bf34aa-88dc-4b72-bba6-8250bbba640a,amsterdam,Super Skunk Autoflower,,,,,,,,"Cold, Continental, Mediterranean, Temperate","Looking for a potent and easy-to-grow autoflower strain?Look no further! This strain is known for its high THC content and fast flowering time. Even first-time growers will find Super Skunk easy to grow, the result is well worth the effort. If youÃ¢ÂÂre looking for a powerful strain, that can be grown almost anywhere, Super Skunk is the perfect choice!",Easy,,energetic,sweet,6-10 weeks,,,Super Skunk Autoflower feminized seeds are born from the cross between the legendary Skunk 1 and Nor,,,,65.0,,html/14d5632686d202ca.html,35.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/super-skunk-autoflower/,,,,15.0,,,,,,
3dc10e56-32fd-4a48-9aa6-2f65939d2b45,amsterdam,White Widow Autoflower,,,,,,,,"Cold, Continental, Mediterranean, Temperate","ThereÃ¢ÂÂs no denying that White Widow Autoflower is a titan in the realm of cannabis, etching its legendary mark in AmsterdamÃ¢ÂÂs bustling coffee shop scene. Having claimed victory at the esteemed High Times Cannabis Cup, this strainÃ¢ÂÂs allure has always been rooted in its hardiness, making it a favorite among novices and seasoned cultivators alike. White Widow Autoflower seeds are the epitome of convenience, flowering rapidly and adapting effortlessly in a myriad of growing environments.","Easy, Moderate",,energetic,pine,6-10 weeks,,,"make them a charm to grow, circumventing the need for light cycle adjustments that phase changes wou",,,,60.0,,html/16929882465a26d1.html,40.0,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/white-widow-autoflower/,,,,23.0,,,,,,
196073b3-5614-4897-be35-7736b7b6095e,amsterdam,Bianca Feminized Seeds,,,,,,,,"Continental, Mediterranean, Warm Dry","Bianca is a name of Italian origin, meaning Ã¢ÂÂwhiteÃ¢ÂÂ. The strain got its name because of the crossings that made this beautiful hybrid. Bianca is unique because it consists of three different and extremely popular strains. The famous White Widow is regarded as one of the most desirable marijuana strains ever produced and is a multiple Cannabis Cup winner. The Afghan strain is used in mountainous conditions, itÃ¢ÂÂs a very hardy and strong strain of cannabis, which can endure severe cold or heat. And then last, but not least, the White Queen strain also referred to as the Empress among the white cannabis genetics. Bianca calms the user while boosting mood and contains equal amounts of euphoria and drowsiness.",Easy,,relaxed,,6-10 weeks,,,ings that made this beautiful hybrid,,,,85.0,,html/179bd0317e0bb4c9.html,15.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/bianca-feminized-seeds/,,,,24.0,,,,,,
06c9e5b0-2701-4658-8f68-8b566c3276c6,amsterdam,Cheese Feminized Marijuana Seeds,,,,,,,,"Continental, Mediterranean, Temperate, Warm Dry","Our Cheese Feminized strain is a result of the crossbreed between UK-bred Master Kush and powerful Super Skunk. ItÃ¢ÂÂs possible that the last one helped to acquire its name because of its pungent smell, which makes it one of the most well-known varieties in the world.",Moderate,,energetic,sweet,6-10 weeks,,,breed between UK-bred Master Kush and powerful Super Skunk,,,,60.0,,html/18544c140162c964.html,40.0,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/cheese-feminized-marijuana-seeds/,,,,25.0,,,,,,
fc3539a6-3810-42f7-92b1-f1df21a2557c,amsterdam,Moab Feminized,,,,,,,,"Mediterranean, Temperate, Tropical, Warm Dry","Welcome to the world of extraordinary cannabis strains, where potency, yields, and quality reign supreme. At our premium seed bank, we are proud to present Mother of All Buds (MOAB), a legendary strain that embodies the true essence of exceptional cannabis. In this comprehensive product guide, we will explore the remarkable characteristics, cultivation tips, and unique qualities that make this wonderful strain a must-have strain for every weed and cannabis enthusiast.","Expert, Moderate",,relaxed,berries,8-12 weeks,,,carefully selected to create an unparalleled cannabis experience,,,,20.0,,html/18cd1cf6b82725d7.html,80.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/moab-feminized/,,,,23.0,,,,,,
f38ac5d5-b479-45d4-bf9e-6435669684b5,amsterdam,Habiba Autoflower,,,,,,,,"Continental, Temperate, Warm Dry","Habiba translated from Arabic means Ã¢ÂÂbeloved.Ã¢ÂÂ Habiba is a fast-growing, heavy-yielding Indica. Habiba is praised for its potency, high yield, and soft taste. She produces sticky, generously proportioned buds and grows to medium heights.",Moderate,,energetic,berries,6-7 weeks,,,,,,,100.0,,html/1a8f53aa0852f26a.html,0.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/habiba-autoflower/,,,,20.0,,,,,,
df2396af-bcb0-4f72-9587-16cd383e0d95,amsterdam,White Widow Feminized Seeds,,,,,,,,"Cold, Continental, Mediterranean, Temperate","The White Widow, jewel of cannabis, undisputed queen. Born in Amsterdam, winner of awards, her fame expands globally.","Easy, Moderate",,energetic,pine,6-10 weeks,,,,,,,65.0,,html/1ac145b03b152ac3.html,35.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/white-widow-feminized-seeds/,,,,30.0,30.0,20.0,,,,
7d15797d-e573-4675-8efd-3071d23f9ecf,amsterdam,Pineapple Express Autoflower,,,,,,,,"Cold, Continental, Temperate","The famous Pineapple Express on sale is an exclusive mix between our powerful White Widow and the tasty Limoncello Haze and Strawberry Ice. The fusion of these marijuana goddesses resulted in this majestic plant, easy to grow almost anywhere and it will give you high yields, even when autoflower. Big sticky buds, thatÃ¢ÂÂs what we all want. What are you waiting for?","Easy, Moderate",,energetic,berries,6-10 weeks,,,"75% Sativa, 25% Indica strain, that will take you to a happy place",,,,25.0,,html/1b6ce69a51a7d066.html,75.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/pineapple-express-autoflower/,,,,20.0,,,,,,
fce3edff-0394-4c12-afa4-82a3c6c9b55a,amsterdam,Super Silver Haze Feminized,,,,,,,,"Temperate, Tropical","Popular Sativa-dominant hybrid Super Silver Haze is well-known for having a high THC concentration. It has received the renowned High Times Cannabis Cup three times in a row. At Amsterdam Marijuana Seeds (AMS), weÃ¢ÂÂve given it a twist to make this vintage strain suitable for the modern age. This strain was created by crossing Skunk, Northern Lights, and Haze. When smoking, it will taste earthy, pungent, and sweet. The high is stimulating and cerebral, making it ideal for daytime use. Super Silver Haze is a fantastic strain for both socializing and creativity.",Moderate,,energetic,herbs,8-12 weeks,,,"ing Skunk, Northern Lights, and Haze",,,,35.0,,html/1be5976ac4bd83ad.html,65.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/super-silver-haze-feminized/,,,,24.0,,,,,,
e4e79872-8f49-4f39-bcf0-92e1d5273a22,amsterdam,Gelato Xtrm Feminized,,,,,,,,"Continental, Mediterranean, Temperate, Tropical","We supercharged the great Gelato seeds with our powerful White Widow XTRM. Expect massive yields, high THC amounts, and short flowering time with Gelato seeds.",Moderate,,energetic,herbs,8-9 weeks,,,Blend,,,,60.0,,html/1e215bf9cfe62fb0.html,40.0,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/gelato-xtrm-feminized/,,,,25.0,,,,,,
0a4401ff-4be3-4983-9110-4eb6f347b02d,amsterdam,Big Bud Feminized Seeds,,,,,,,,"Mediterranean, Warm Dry",Big Bud Feminized is a mostly-Indica massive yield grower. Buying Big Bud Feminized seeds means a great harvest that is easy to grow. Big Bud takes a while before she flowers but the payout is worth the wait! Big Bud Feminized has a long-lasting smooth high and a sweet musky taste. Try it and be surprised.,Easy,,energetic,sweet,6-10 weeks,,,ing the famous Afghan and Skunk,,,,70.0,,html/1e9ea6f15f381991.html,30.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/big-bud-feminized-seeds/,,,,15.0,,,,,,
94044704-5d47-4d31-bd25-d24a7d0e8381,amsterdam,Ak47 Xtrm,,,,,,,,"Temperate, Warm Dry","AK 47 XTRM marijuana has all the characteristics inherited from her mother, AK47. After crossing the regular AK47 with the famous White Widow XTRM, AK47 XTRM was born. Completely stabilized, this is one of the newest superior strains in the land of marijuana. With her sweet flavor, growing capabilities, and big crystallized buds, this is your marijuana strain to breed.Experience the power of AK 47 XTRM marijuana, a strain that combines the best traits of AK47 and White Widow XTRM. With its stabilized genetics, this superior strain is a standout in the world of cannabis. Its sweet flavor entices the senses, while its impressive growth and resin-covered buds make it a perfect choice for breeders. Cultivate AK 47 XTRM and witness the exceptional results of this carefully crafted strain. Its delightful aroma and abundant yields will leave you in awe. DonÃ¢ÂÂt miss out on the opportunity to grow this extraordinary strain and elevate your cannabis breeding endeavors to new heights.",Moderate,,energetic,pine,6-10 weeks,,,"ing the regular AK47 with the famous White Widow XTRM, AK47 XTRM was born",,,,25.0,,html/20df87dbfbde8656.html,75.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/ak47-xtrm/,,,,24.0,,,,,,
b9fd93ac-55b6-47c6-94cb-c146db32a389,amsterdam,420 Carat Feminized,,,,,,,,"Continental, Mediterranean, Temperate","The 420 Carat feminized cannabis strain is a royal member of the cannabis kingdom, just as the name suggests. Not only does it represent the elite class of this kingdom, but it also seems to have gained quite a similar reputation among the global population of cannabis users. Many first-hand reviews suggest that the strainÃ¢ÂÂs yield and massive buds are enough reasons to make 420 Carat an easy option. The stoned feeling and the aura of majestic satisfaction it gives have been described to be second to none. Every puff leaves you wanting more.",Moderate,,energetic,sweet,6-10 weeks,,,between the famous Critical and White Widow weed,,,,35.0,,html/22135a34219dd5f1.html,65.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/420-carat-feminized/,,,,23.0,,,,,,
c3034e84-a69f-4e56-a4a9-8e4e6d753b1a,amsterdam,New York Turbo Diesel Feminized Seeds,,,,,,,,"Mediterranean, Temperate, Tropical","New York Turbo Diesel has its roots in NY City: the Big Apple. Famous for its explicit diesel like smell and taste. The AMS NYTD, is a 2.0 version of the original. The result of this selection is a higher yield, without loosing her powerful exotic qualities. Chosen as best Sativa on the High Times Cannabis Cup. If youÃ¢ÂÂre looking for a feminized Sativa thatÃ¢ÂÂs easy to grow and packs a punch, look no further!",Moderate,,energetic,diesel,10-12 weeks,,,", you can expect a tall plant with long branches with dense buds",,,,20.0,,html/22e47a283ce20308.html,80.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/new-york-turbo-diesel-feminized-seeds/,,,,25.0,25.0,23.0,,,,
96a529e6-35fd-4c0c-84d7-6b43561c9052,amsterdam,Pineapple Express Feminized,,,,,,,,"Cold, Continental, Temperate","The funny movie Ã¢ÂÂPineapple ExpressÃ¢ÂÂ will probably be the first thing, thatÃ¢ÂÂll come to mind hearing the name. But this strain is even more famous than the movie, because of its unbeatable cannabis genetics. It is an exclusive blend of our powerful White Widow, Limoncello Haze, and Strawberry Ice. The fusion of these marijuana goddesses, resulted in this great strain, giving you a delicious fruity, mind spacing high. Feeling disconnected from the world around you.","Easy, Moderate",,relaxed,berries,6-10 weeks,,,,,,,25.0,,html/2333b8ec2aa06227.html,75.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/pineapple-express-feminized/,,,,30.0,30.0,20.0,,,,
8dac0747-59ae-44a0-be01-e683e8c69fb5,amsterdam,Northern Light Feminized Seeds,,,,,,,,"Cold, Mediterranean, Warm Dry",Northern Lights is among the most famous strains of all time due to its high levels of THC and CBD. It is a variety that comes from a mixture of 11 different strains and originates from the US West Coast.,Moderate,,energetic,herbs,6-10 weeks,,,,,,,70.0,,html/24605ad71807447d.html,30.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/northern-light-feminized-seeds/,,,,20.0,,,,,,
f4c351d8-c40d-4368-98cd-18bec085093c,amsterdam,Bob Marley Sativa,,,,,,,,,Take a trip to Jamaica! Bob Marley the icon of cannabis is here. Smooth and chilly high very tall plant with leggy branches and small but very potent buds. Yield can be high if grown outdoors in warm climate.,"Expert, Moderate",,uplifting,sweet,10-16 weeks,,,,,,,30.0,,html/2478574d97fa5f15.html,70.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/bob-marley-sativa/,,,,20.0,,,,,,
0096fef0-9066-48ad-bcc1-f73a541db7fd,amsterdam,Ak47 Xtrm Autoflower,,,,,,,,"Temperate, Warm Dry","The AK 47 autoflower seed is a go-to choice for growers and enthusiasts seeking a dependable and rewarding plant. With THC levels ranging from 20-30%, this hybrid strain offers a potent experience, coupled with a bountiful harvest. ItÃ¢ÂÂs reliability and impressive qualities make it a top pick for cannabis connoisseurs. Embrace the AK 47 autoflower and witness the magic it brings to your garden.",Easy,,relaxed,pine,7-8 weeks,,,ed with the classic AK 47 to create a potent new strain that is award-winning and able to pack a pun,,,,25.0,,html/25ef9cb78e0beae2.html,75.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/ak47-xtrm-autoflower/,,,,30.0,30.0,20.0,,,,
9c7044d2-1fd6-4da4-b2e6-ae4be8b45977,amsterdam,Gorilla Glue Feminized Seeds,,,,,,,,"Mediterranean, Warm Dry","The epic Gorilla Glue is the newest addition to our extensive strain offering, which we have meticulously tested and curated for you. WeÃ¢ÂÂre always looking to offer you the best strains on the market while maintaining the high-quality standards that characterize us. This marvel is born from a combination between ChemÃ¢ÂÂs Sister, Sour Dubb, and Chocolate Diesel and hails from the US.",Moderate,,relaxed,earthy,6-10 weeks,,,,,,,75.0,,html/265352a4e5fbfbba.html,25.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/gorilla-glue-feminized-seeds/,,,,25.0,,,,,,
856d4882-4de5-4f50-a9e4-44e7db0f999d,amsterdam,White Widow Xtrm Feminized,,,,,,,,"Continental, Mediterranean, Temperate, Tropical, Warm Dry","If you are looking for an incredibly potent and powerful feminized strain, look no further than White Widow XTRM. Born and raised in Amsterdam, the marijuana capital of the world. This strain has won more awards than any other variety. Perhaps this explains why the greatest Dutch coffee shops have it at the top of their menus. White Widow XTRM has an intense aroma that is impossible to cover.  In addition, White Widow is the mother of many other great essential varieties. Without a doubt a great one in your garden of delights.","Easy, Moderate",,relaxed,earthy,8-9 weeks,,,,,,,60.0,,html/2780178fedbe896a.html,40.0,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/white-widow-xtrm-feminized/,,,,23.0,,,,,,
ecdf3570-4687-421a-bc12-d925f2fdae09,amsterdam,Amnesia Trance Autoflower Seeds,,,,,,,,"Mediterranean, Temperate","Amnesia Trance, the winner of the prestigious Sativa Cup in 2012 has become a classic. At AMS we have worked our magic and created what we call the F3 version! The standard Amnesia strain with the addition of bigger buds, higher yields, and a more powerful effect.",Moderate,,relaxed,citrus,6-10 weeks,,,between Cambodian and Super Silver Haze,,,,35.0,,html/2e325e2231452594.html,65.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/amnesia-trance-autoflower-seeds/,,,,21.0,,,,,,
0a9812b2-fe4b-46f8-a1f1-924398a83fc1,amsterdam,Super Skunk Seeds,,,,,,,,"Cold, Continental, Mediterranean, Temperate","Super Skunk is a classic cannabis strain that is renowned for its pungent, skunky aroma and powerful effects. This wonderful strain is formed by crossing two other greats, Skunk 1 and Afghani. She produces large, resinous buds that are perfect for growers looking to maximize their yield. Super Skunk is also a great choice for beginner growers, as it is relatively easy to grow and produces high-quality results. The high from Super Skunk is described as being very powerful and relaxing.",Easy,,relaxed,pine,8-9 weeks,,,"ing two other greats, Skunk 1 and Afghani",,,,65.0,,html/3008df26468cd4eb.html,35.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/super-skunk-seeds/,,,,20.0,20.0,15.0,,,,
0676b8dc-13a7-4c66-8440-460e0da7a656,amsterdam,Caramelicious Marijuana Seeds,,,,,,,,,"Introducing Caramelicious Marijuana Seeds: A Sweet and Happy JourneyAs a passionate marijuana grower, IÃ¢ÂÂm thrilled to share my firsthand experience with the remarkable Caramelicious strain. These cannabis seeds have allowed me to cultivate a truly exceptional plant that delivers a delightful combination of sweetness and happiness. If youÃ¢ÂÂre searching for a strain that offers a unique and rewarding journey, look no further than Caramelicious.",Easy,,energetic,pine,6-10 weeks,,,ensure that even novice growers can achieve success and witness the beauty of this strain,,,,65.0,,html/302c1c12f20e200b.html,35.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/caramelicious-marijuana-seeds/,,,,21.0,,,,,,
0e03adb8-60ac-4f9a-976a-bd5f8b95dd4e,amsterdam,Purple Punch Feminized Seeds,,,,,,,,"Mediterranean, Warm Dry","Purple Punch has been an overwhelming success and for good reason. ItÃ¢ÂÂs a powerful Indica that is easy to grow and incredibly beautiful. This sweet and relaxing strain is born from the mix of Larry OG and Granddaddy Purple. Its beautiful purple hues and sweet flavor are inherited from Grandaddy Purple and it gets its performance and power from Larry OG, a mix you wonÃ¢ÂÂt want to miss. At AMS we always have the highest quality seeds, which is why we are known worldwide. We have been in this exciting business for 25 years and believe us when we say, thereÃ¢ÂÂs nothing we like more than filling your gardens with these true marvels of mother nature.",Easy,,energetic,berries,6-10 weeks,,,,,,,75.0,,html/3124f98918c3c1da.html,25.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/purple-punch-feminized-seeds/,,,,20.0,,,,,,
83448770-4bd5-4974-815b-d77914d5ee54,amsterdam,White Widow Xtrm Autoflower,,,,,,,,"Continental, Mediterranean, Temperate, Tropical, Warm Dry","White Widow is the most popular white strain, the buds can be completely white and covered in nice sticky resin crystals. The high is extreme and the taste divine.",Easy,,energetic,pine,6-10 weeks,,,,,,,60.0,,html/33132c803cdc531c.html,40.0,2026-01-14,Hybrid,https://amsterdammarijuanaseeds.com/white-widow-xtrm-autoflower/,,,,30.0,30.0,20.0,,,,
2ed40b3a-1206-47dc-8bcf-0b8035adcb5e,amsterdam,Blueberry 420 Regular,,,,,,,,,Blueberry 420 kush: a strain with a strong floral scent. Nothing smokeable gets as close to the taste of blueberries as Blueberry weed. Its fruity flavor is a gift to a strain that is already so beautiful. The high is just as great: relaxed like a true Indica but euphoric at the same time. This is a combination that makes Blueberry kush perfect for daytime use Ã¢ÂÂ unusual for an Indica dominant hybrid.,Moderate,,energetic,berries,7-9 weeks,,,,,,,65.0,,html/34610ec6184c75a0.html,35.0,2026-01-14,Indica,https://amsterdammarijuanaseeds.com/blueberry-420-regular/,,,,30.0,30.0,20.0,,,,
6ad5fe66-4805-492a-ae0b-6b38c89557d1,amsterdam,Limoncello Haze Autoflower,,,38.0,,,,,Mediterranean,"Our Limoncello Haze is a blend of Lemon Ice and Super Silver Haze. Hence the nickname for this strain: Super Lemon Haze. Two-time winner of the High Times Cannabis Cup in 2008 and 2009, becoming a much sought-after strain. If you are looking for Feminized seeds with a high yield, high THC, pleasant effects, and flavors, look no further.",Moderate,,energetic,herbs,6-10 weeks,,,,,,,30.0,,html/35b285ecbb17b0ce.html,70.0,2026-01-14,Sativa,https://amsterdammarijuanaseeds.com/limoncello-haze-autoflower/,,,,38.0,,,,,,
f636ef62-0390-4d4a-a99b-d7b2b5934805,amsterdam,Grease Monkey Feminized Seeds,,,,,,,,"Continental, Temperate","Grease Monkey strain is ideal for smokers who love calming effects. With high levels of THC and CBG, it is a good companion to relax and smile with. A hybrid with extraordinary genetics, it has the most resinous traits of Gorilla Glue combined with all the power and flavor of Cookies and Cream.",Moderate,,relaxed,sweet,8-9 weeks,,,", it has the most resinous traits of Gorilla Glue combined with all the power and flavor of Cookies",,,,75.0,,html/3813b8db617ada71.html,25.0,2026-01-14,"Hybrid, Indica",https://amsterdammarijuanaseeds.com/grease-monkey-feminized-seeds/,,,,22.0,,,,,,
